transaction_id,client_id,type,amount,timestamp
T0107,C22,BUY,1919,2025-01-01 16:01:46
T0108,C22,SELL,1936,2025-01-01 17:01:47
T0109,C22,BUY,1953,2025-01-01 18:01:48
T0110,C22,BUY,1970,2025-01-01 09:01:49
T0111,C23,SELL,1987,2025-01-01 10:01:50
T0112,C23,BUY,2004,2025-01-01 11:01:51
T0113,C23,BUY,2021,2025-01-01 12:01:52
T0114,C23,SELL,2038,2025-01-01 13:01:53
T0115,C23,BUY,2055,2025-01-01 14:01:54
T0116,C24,BUY,2072,2025-01-01 15:01:55
T0117,C24,SELL,2089,2025-01-01 16:01:56
T0118,C24,BUY,2106,2025-01-01 17:01:57
T0119,C24,BUY,2123,2025-01-01 18:01:58
T0120,C24,SELL,2140,2025-01-01 09:01:59
T0121,C25,BUY,2157,2025-01-01 10:02:00
T0122,C25,BUY,2174,2025-01-01 11:02:01
T0123,C25,SELL,2191,2025-01-01 12:02:02
T0124,C25,BUY,2208,2025-01-01 13:02:03
T0125,C25,BUY,2225,2025-01-01 14:02:04
T0126,C26,SELL,2242,2025-01-01 15:02:05
T0127,C26,BUY,2259,2025-01-01 16:02:06
T0128,C26,BUY,2276,2025-01-01 17:02:07
T0129,C26,SELL,2293,2025-01-01 18:02:08
T0130,C26,BUY,2310,2025-01-01 09:02:09
T0131,C27,BUY,2327,2025-01-01 10:02:10
T0132,C27,SELL,2344,2025-01-01 11:02:11
T0133,C27,BUY,2361,2025-01-01 12:02:12
T0134,C27,BUY,2378,2025-01-01 13:02:13
T0135,C27,SELL,2395,2025-01-01 14:02:14
T0136,C28,BUY,2412,2025-01-01 15:02:15
T0137,C28,BUY,2429,2025-01-01 16:02:16
T0138,C28,SELL,2446,2025-01-01 17:02:17
T0139,C28,BUY,2463,2025-01-01 18:02:18
T0140,C28,BUY,2480,2025-01-01 09:02:19
T0141,C29,SELL,2497,2025-01-01 10:02:20
T0142,C29,BUY,2514,2025-01-01 11:02:21
T0143,C29,BUY,2531,2025-01-01 12:02:22
T0144,C29,SELL,2548,2025-01-01 13:02:23
T0145,C29,BUY,2565,2025-01-01 14:02:24
T0146,C30,BUY,2582,2025-01-01 15:02:25
T0147,C30,SELL,2599,2025-01-01 16:02:26
T0148,C30,BUY,2616,2025-01-01 17:02:27
T0149,C30,BUY,2633,2025-01-01 18:02:28
T0150,C30,SELL,2650,2025-01-01 09:02:29
T0151,C31,BUY,2667,2025-01-01 10:02:30
T0152,C31,BUY,2684,2025-01-01 11:02:31
T0153,C31,SELL,2701,2025-01-01 12:02:32
T0154,C31,BUY,2718,2025-01-01 13:02:33
T0155,C31,BUY,2735,2025-01-01 14:02:34
T0156,C32,SELL,2752,2025-01-01 15:02:35
T0157,C32,BUY,2769,2025-01-01 16:02:36
T0158,C32,BUY,2786,2025-01-01 17:02:37
T0159,C32,SELL,2803,2025-01-01 18:02:38
T0160,C32,BUY,2820,2025-01-01 09:02:39
T0161,C33,BUY,2837,2025-01-01 10:02:40
T0162,C33,SELL,2854,2025-01-01 11:02:41
T0163,C33,BUY,2871,2025-01-01 12:02:42
T0164,C33,BUY,2888,2025-01-01 13:02:43
T0165,C33,SELL,2905,2025-01-01 14:02:44
T0166,C34,BUY,2922,2025-01-01 15:02:45
T0167,C34,BUY,2939,2025-01-01 16:02:46
T0168,C34,SELL,2956,2025-01-01 17:02:47
T0169,C34,BUY,2973,2025-01-01 18:02:48
T0170,C34,BUY,2990,2025-01-01 09:02:49
T0171,C35,SELL,3007,2025-01-01 10:02:50
T0172,C35,BUY,3024,2025-01-01 11:02:51
T0173,C35,BUY,3041,2025-01-01 12:02:52
T0174,C35,SELL,3058,2025-01-01 13:02:53
T0175,C35,BUY,3075,2025-01-01 14:02:54
T0176,C36,BUY,3092,2025-01-01 15:02:55
T0177,C36,SELL,3109,2025-01-01 16:02:56
T0178,C36,BUY,3126,2025-01-01 17:02:57
T0179,C36,BUY,3143,2025-01-01 18:02:58
T0180,C36,SELL,3160,2025-01-01 09:02:59
T0181,C37,BUY,3177,2025-01-01 10:03:00
T0182,C37,BUY,3194,2025-01-01 11:03:01
T0183,C37,SELL,3211,2025-01-01 12:03:02
T0184,C37,BUY,3228,2025-01-01 13:03:03
T0185,C37,BUY,3245,2025-01-01 14:03:04
T0186,C38,SELL,3262,2025-01-01 15:03:05
T0187,C38,BUY,3279,2025-01-01 16:03:06
T0188,C38,BUY,3296,2025-01-01 17:03:07
T0189,C38,SELL,3313,2025-01-01 18:03:08
T0190,C38,BUY,3330,2025-01-01 09:03:09
T0191,C39,BUY,3347,2025-01-01 10:03:10
T0192,C39,SELL,3364,2025-01-01 11:03:11
T0193,C39,BUY,3381,2025-01-01 12:03:12
T0194,C39,BUY,3398,2025-01-01 13:03:13
T0195,C39,SELL,3415,2025-01-01 14:03:14
T0196,C40,BUY,3432,2025-01-01 15:03:15
T0197,C40,BUY,3449,2025-01-01 16:03:16
T0198,C40,SELL,3466,2025-01-01 17:03:17
T0199,C40,BUY,3483,2025-01-01 18:03:18
T0200,C40,BUY,3500,2025-01-01 09:03:19
T0201,C41,SELL,3517,2025-01-01 10:03:20
T0202,C41,BUY,3534,2025-01-01 11:03:21
T0203,C41,BUY,3551,2025-01-01 12:03:22
T0204,C41,SELL,3568,2025-01-01 13:03:23
T0205,C41,BUY,3585,2025-01-01 14:03:24
T0206,C42,BUY,3602,2025-01-01 15:03:25
T0207,C42,SELL,3619,2025-01-01 16:03:26
T0208,C42,BUY,3636,2025-01-01 17:03:27
T0209,C42,BUY,3653,2025-01-01 18:03:28
T0210,C42,SELL,3670,2025-01-01 09:03:29
T0211,C43,BUY,3687,2025-01-01 10:03:30
T0212,C43,BUY,3704,2025-01-01 11:03:31
T0213,C43,SELL,3721,2025-01-01 12:03:32
T0214,C43,BUY,3738,2025-01-01 13:03:33
T0215,C43,BUY,3755,2025-01-01 14:03:34
T0216,C44,SELL,3772,2025-01-01 15:03:35
T0217,C44,BUY,3789,2025-01-01 16:03:36
T0218,C44,BUY,3806,2025-01-01 17:03:37
T0219,C44,SELL,3823,2025-01-01 18:03:38
T0220,C44,BUY,3840,2025-01-01 09:03:39
T0221,C45,BUY,3857,2025-01-01 10:03:40
T0222,C45,SELL,3874,2025-01-01 11:03:41
T0223,C45,BUY,3891,2025-01-01 12:03:42
T0224,C45,BUY,3908,2025-01-01 13:03:43
T0225,C45,SELL,3925,2025-01-01 14:03:44
T0226,C46,BUY,3942,2025-01-01 15:03:45
T0227,C46,BUY,3959,2025-01-01 16:03:46
T0228,C46,SELL,3976,2025-01-01 17:03:47
T0229,C46,BUY,3993,2025-01-01 18:03:48
T0230,C46,BUY,4010,2025-01-01 09:03:49
T0231,C47,SELL,4027,2025-01-01 10:03:50
T0232,C47,BUY,4044,2025-01-01 11:03:51
T0233,C47,BUY,4061,2025-01-01 12:03:52
T0234,C47,SELL,4078,2025-01-01 13:03:53
T0235,C47,BUY,4095,2025-01-01 14:03:54
T0236,C48,BUY,4112,2025-01-01 15:03:55
T0237,C48,SELL,4129,2025-01-01 16:03:56
T0238,C48,BUY,4146,2025-01-01 17:03:57
T0239,C48,BUY,4163,2025-01-01 18:03:58
T0240,C48,SELL,4180,2025-01-01 09:03:59
T0241,C49,BUY,4197,2025-01-01 10:04:00
T0242,C49,BUY,4214,2025-01-01 11:04:01
T0243,C49,SELL,4231,2025-01-01 12:04:02
T0244,C49,BUY,4248,2025-01-01 13:04:03
T0245,C49,BUY,4265,2025-01-01 14:04:04
T0246,C50,SELL,4282,2025-01-01 15:04:05
T0247,C50,BUY,4299,2025-01-01 16:04:06
T0248,C50,BUY,4316,2025-01-01 17:04:07
T0249,C50,SELL,4333,2025-01-01 18:04:08
T0250,C50,BUY,4350,2025-01-01 09:04:09
T0251,C51,BUY,4367,2025-01-01 10:04:10
T0252,C51,SELL,4384,2025-01-01 11:04:11
T0253,C51,BUY,4401,2025-01-01 12:04:12
T0254,C51,BUY,4418,2025-01-01 13:04:13
T0255,C51,SELL,4435,2025-01-01 14:04:14
T0256,C52,BUY,4452,2025-01-01 15:04:15
T0257,C52,BUY,4469,2025-01-01 16:04:16
T0258,C52,SELL,4486,2025-01-01 17:04:17
T0259,C52,BUY,4503,2025-01-01 18:04:18
T0260,C52,BUY,4520,2025-01-01 09:04:19
T0261,C53,SELL,4537,2025-01-01 10:04:20
T0262,C53,BUY,4554,2025-01-01 11:04:21
T0263,C53,BUY,4571,2025-01-01 12:04:22
T0264,C53,SELL,4588,2025-01-01 13:04:23
T0265,C53,BUY,4605,2025-01-01 14:04:24
T0266,C54,BUY,4622,2025-01-01 15:04:25
T0267,C54,SELL,4639,2025-01-01 16:04:26
T0268,C54,BUY,4656,2025-01-01 17:04:27
T0269,C54,BUY,4673,2025-01-01 18:04:28
T0270,C54,SELL,4690,2025-01-01 09:04:29
T0271,C55,BUY,4707,2025-01-01 10:04:30
T0272,C55,BUY,4724,2025-01-01 11:04:31
T0273,C55,SELL,4741,2025-01-01 12:04:32
T0274,C55,BUY,4758,2025-01-01 13:04:33
T0275,C55,BUY,4775,2025-01-01 14:04:34
T0276,C56,SELL,4792,2025-01-01 15:04:35
T0277,C56,BUY,4809,2025-01-01 16:04:36
T0278,C56,BUY,4826,2025-01-01 17:04:37
T0279,C56,SELL,4843,2025-01-01 18:04:38
T0280,C56,BUY,4860,2025-01-01 09:04:39
T0281,C57,BUY,4877,2025-01-01 10:04:40
T0282,C57,SELL,4894,2025-01-01 11:04:41
T0283,C57,BUY,4911,2025-01-01 12:04:42
T0284,C57,BUY,4928,2025-01-01 13:04:43
T0285,C57,SELL,4945,2025-01-01 14:04:44
T0286,C58,BUY,4962,2025-01-01 15:04:45
T0287,C58,BUY,4979,2025-01-01 16:04:46
T0288,C58,SELL,4996,2025-01-01 17:04:47
T0289,C58,BUY,5013,2025-01-01 18:04:48
T0290,C58,BUY,5030,2025-01-01 09:04:49
T0291,C59,SELL,5047,2025-01-01 10:04:50
T0292,C59,BUY,5064,2025-01-01 11:04:51
T0293,C59,BUY,5081,2025-01-01 12:04:52
T0294,C59,SELL,5098,2025-01-01 13:04:53
T0295,C59,BUY,115,2025-01-01 14:04:54
T0296,C60,BUY,132,2025-01-01 15:04:55
T0297,C60,SELL,149,2025-01-01 16:04:56
T0298,C60,BUY,166,2025-01-01 17:04:57
T0299,C60,BUY,183,2025-01-01 18:04:58
T0300,C60,SELL,200,2025-01-01 09:04:59
T0301,C61,BUY,217,2025-01-01 10:05:00
T0302,C61,BUY,234,2025-01-01 11:05:01
T0303,C61,SELL,251,2025-01-01 12:05:02
T0304,C61,BUY,268,2025-01-01 13:05:03
T0305,C61,BUY,285,2025-01-01 14:05:04
T0306,C62,SELL,302,2025-01-01 15:05:05
T0307,C62,BUY,319,2025-01-01 16:05:06
T0308,C62,BUY,336,2025-01-01 17:05:07
T0309,C62,SELL,353,2025-01-01 18:05:08
T0310,C62,BUY,370,2025-01-01 09:05:09
T0311,C63,BUY,387,2025-01-01 10:05:10
T0312,C63,SELL,404,2025-01-01 11:05:11
T0313,C63,BUY,421,2025-01-01 12:05:12
T0314,C63,BUY,438,2025-01-01 13:05:13
T0315,C63,SELL,455,2025-01-01 14:05:14
T0316,C64,BUY,472,2025-01-01 15:05:15
T0317,C64,BUY,489,2025-01-01 16:05:16
T0318,C64,SELL,506,2025-01-01 17:05:17
T0319,C64,BUY,523,2025-01-01 18:05:18
T0320,C64,BUY,540,2025-01-01 09:05:19
T0321,C65,SELL,557,2025-01-01 10:05:20
T0322,C65,BUY,574,2025-01-01 11:05:21
T0323,C65,BUY,591,2025-01-01 12:05:22
T0324,C65,SELL,608,2025-01-01 13:05:23
T0325,C65,BUY,625,2025-01-01 14:05:24
T0326,C66,BUY,642,2025-01-01 15:05:25
T0327,C66,SELL,659,2025-01-01 16:05:26
T0328,C66,BUY,676,2025-01-01 17:05:27
T0329,C66,BUY,693,2025-01-01 18:05:28
T0330,C66,SELL,710,2025-01-01 09:05:29
T0331,C67,BUY,727,2025-01-01 10:05:30
T0332,C67,BUY,744,2025-01-01 11:05:31
T0333,C67,SELL,761,2025-01-01 12:05:32
T0334,C67,BUY,778,2025-01-01 13:05:33
T0335,C67,BUY,795,2025-01-01 14:05:34
T0336,C68,SELL,812,2025-01-01 15:05:35
T0337,C68,BUY,829,2025-01-01 16:05:36
T0338,C68,BUY,846,2025-01-01 17:05:37
T0339,C68,SELL,863,2025-01-01 18:05:38
T0340,C68,BUY,880,2025-01-01 09:05:39
T0341,C69,BUY,897,2025-01-01 10:05:40
T0342,C69,SELL,914,2025-01-01 11:05:41
T0343,C69,BUY,931,2025-01-01 12:05:42
T0344,C69,BUY,948,2025-01-01 13:05:43
T0345,C69,SELL,965,2025-01-01 14:05:44
T0346,C70,BUY,982,2025-01-01 15:05:45
T0347,C70,BUY,999,2025-01-01 16:05:46
T0348,C70,SELL,1016,2025-01-01 17:05:47
T0349,C70,BUY,1033,2025-01-01 18:05:48
T0350,C70,BUY,1050,2025-01-01 09:05:49
T0351,C71,SELL,1067,2025-01-01 10:05:50
T0352,C71,BUY,1084,2025-01-01 11:05:51
T0353,C71,BUY,1101,2025-01-01 12:05:52
T0354,C71,SELL,1118,2025-01-01 13:05:53
T0355,C71,BUY,1135,2025-01-01 14:05:54
T0356,C72,BUY,1152,2025-01-01 15:05:55
T0357,C72,SELL,1169,2025-01-01 16:05:56
T0358,C72,BUY,1186,2025-01-01 17:05:57
T0359,C72,BUY,1203,2025-01-01 18:05:58
T0360,C72,SELL,1220,2025-01-01 09:05:59
T0361,C73,BUY,1237,2025-01-01 10:06:00
T0362,C73,BUY,1254,2025-01-01 11:06:01
T0363,C73,SELL,1271,2025-01-01 12:06:02
T0364,C73,BUY,1288,2025-01-01 13:06:03
T0365,C73,BUY,1305,2025-01-01 14:06:04
T0366,C74,SELL,1322,2025-01-01 15:06:05
T0367,C74,BUY,1339,2025-01-01 16:06:06
T0368,C74,BUY,1356,2025-01-01 17:06:07
T0369,C74,SELL,1373,2025-01-01 18:06:08
T0370,C74,BUY,1390,2025-01-01 09:06:09
T0371,C75,BUY,1407,2025-01-01 10:06:10
T0372,C75,SELL,1424,2025-01-01 11:06:11
T0373,C75,BUY,1441,2025-01-01 12:06:12
T0374,C75,BUY,1458,2025-01-01 13:06:13
T0375,C75,SELL,1475,2025-01-01 14:06:14
T0376,C76,BUY,1492,2025-01-01 15:06:15
T0377,C76,BUY,1509,2025-01-01 16:06:16
T0378,C76,SELL,1526,2025-01-01 17:06:17
T0379,C76,BUY,1543,2025-01-01 18:06:18
T0380,C76,BUY,1560,2025-01-01 09:06:19
T0381,C77,SELL,1577,2025-01-01 10:06:20
T0382,C77,BUY,1594,2025-01-01 11:06:21
T0383,C77,BUY,1611,2025-01-01 12:06:22
T0384,C77,SELL,1628,2025-01-01 13:06:23
T0385,C77,BUY,1645,2025-01-01 14:06:24
T0386,C78,BUY,1662,2025-01-01 15:06:25
T0387,C78,SELL,1679,2025-01-01 16:06:26
T0388,C78,BUY,1696,2025-01-01 17:06:27
T0389,C78,BUY,1713,2025-01-01 18:06:28
T0390,C78,SELL,1730,2025-01-01 09:06:29
T0391,C79,BUY,1747,2025-01-01 10:06:30
T0392,C79,BUY,1764,2025-01-01 11:06:31
T0393,C79,SELL,1781,2025-01-01 12:06:32
T0394,C79,BUY,1798,2025-01-01 13:06:33
T0395,C79,BUY,1815,2025-01-01 14:06:34
T0396,C80,SELL,1832,2025-01-01 15:06:35
T0397,C80,BUY,1849,2025-01-01 16:06:36
T0398,C80,BUY,1866,2025-01-01 17:06:37
T0399,C80,SELL,1883,2025-01-01 18:06:38
T0400,C80,BUY,1900,2025-01-01 09:06:39
T0401,C81,BUY,1917,2025-01-01 10:06:40
T0402,C81,SELL,1934,2025-01-01 11:06:41
T0403,C81,BUY,1951,2025-01-01 12:06:42
T0404,C81,BUY,1968,2025-01-01 13:06:43
T0405,C81,SELL,1985,2025-01-01 14:06:44
T0406,C82,BUY,2002,2025-01-01 15:06:45
T0407,C82,BUY,2019,2025-01-01 16:06:46
T0408,C82,SELL,2036,2025-01-01 17:06:47
T0409,C82,BUY,2053,2025-01-01 18:06:48
T0410,C82,BUY,2070,2025-01-01 09:06:49
T0411,C83,SELL,2087,2025-01-01 10:06:50
T0412,C83,BUY,2104,2025-01-01 11:06:51
T0413,C83,BUY,2121,2025-01-01 12:06:52
T0414,C83,SELL,2138,2025-01-01 13:06:53
T0415,C83,BUY,2155,2025-01-01 14:06:54
T0416,C84,BUY,2172,2025-01-01 15:06:55
T0417,C84,SELL,2189,2025-01-01 16:06:56
T0418,C84,BUY,2206,2025-01-01 17:06:57
T0419,C84,BUY,2223,2025-01-01 18:06:58
T0420,C84,SELL,2240,2025-01-01 09:06:59
T0421,C85,BUY,2257,2025-01-01 10:07:00
T0422,C85,BUY,2274,2025-01-01 11:07:01
T0423,C85,SELL,2291,2025-01-01 12:07:02
T0424,C85,BUY,2308,2025-01-01 13:07:03
T0425,C85,BUY,2325,2025-01-01 14:07:04
T0426,C86,SELL,2342,2025-01-01 15:07:05
T0427,C86,BUY,2359,2025-01-01 16:07:06
T0428,C86,BUY,2376,2025-01-01 17:07:07
T0429,C86,SELL,2393,2025-01-01 18:07:08
T0430,C86,BUY,2410,2025-01-01 09:07:09
T0431,C87,BUY,2427,2025-01-01 10:07:10
T0432,C87,SELL,2444,2025-01-01 11:07:11
T0433,C87,BUY,2461,2025-01-01 12:07:12
T0434,C87,BUY,2478,2025-01-01 13:07:13
T0435,C87,SELL,2495,2025-01-01 14:07:14
T0436,C88,BUY,2512,2025-01-01 15:07:15
T0437,C88,BUY,2529,2025-01-01 16:07:16
T0438,C88,SELL,2546,2025-01-01 17:07:17
T0439,C88,BUY,2563,2025-01-01 18:07:18
T0440,C88,BUY,2580,2025-01-01 09:07:19
T0441,C89,SELL,2597,2025-01-01 10:07:20
T0442,C89,BUY,2614,2025-01-01 11:07:21
T0443,C89,BUY,2631,2025-01-01 12:07:22
T0444,C89,SELL,2648,2025-01-01 13:07:23
T0445,C89,BUY,2665,2025-01-01 14:07:24
T0446,C90,BUY,2682,2025-01-01 15:07:25
T0447,C90,SELL,2699,2025-01-01 16:07:26
T0448,C90,BUY,2716,2025-01-01 17:07:27
T0449,C90,BUY,2733,2025-01-01 18:07:28
T0450,C90,SELL,2750,2025-01-01 09:07:29
T0451,C91,BUY,2767,2025-01-01 10:07:30
T0452,C91,BUY,2784,2025-01-01 11:07:31
T0453,C91,SELL,2801,2025-01-01 12:07:32
T0454,C91,BUY,2818,2025-01-01 13:07:33
T0455,C91,BUY,2835,2025-01-01 14:07:34
T0456,C92,SELL,2852,2025-01-01 15:07:35
T0457,C92,BUY,2869,2025-01-01 16:07:36
T0458,C92,BUY,2886,2025-01-01 17:07:37
T0459,C92,SELL,2903,2025-01-01 18:07:38
T0460,C92,BUY,2920,2025-01-01 09:07:39
T0461,C93,BUY,2937,2025-01-01 10:07:40
T0462,C93,SELL,2954,2025-01-01 11:07:41
T0463,C93,BUY,2971,2025-01-01 12:07:42
T0464,C93,BUY,2988,2025-01-01 13:07:43
T0465,C93,SELL,3005,2025-01-01 14:07:44
T0466,C94,BUY,3022,2025-01-01 15:07:45
T0467,C94,BUY,3039,2025-01-01 16:07:46
T0468,C94,SELL,3056,2025-01-01 17:07:47
T0469,C94,BUY,3073,2025-01-01 18:07:48
T0470,C94,BUY,3090,2025-01-01 09:07:49
T0471,C95,SELL,3107,2025-01-01 10:07:50
T0472,C95,BUY,3124,2025-01-01 11:07:51
T0473,C95,BUY,3141,2025-01-01 12:07:52
T0474,C95,SELL,3158,2025-01-01 13:07:53
T0475,C95,BUY,3175,2025-01-01 14:07:54
T0476,C96,BUY,3192,2025-01-01 15:07:55
T0477,C96,SELL,3209,2025-01-01 16:07:56
T0478,C96,BUY,3226,2025-01-01 17:07:57
T0479,C96,BUY,3243,2025-01-01 18:07:58
T0480,C96,SELL,3260,2025-01-01 09:07:59
T0481,C97,BUY,3277,2025-01-01 10:08:00
T0482,C97,BUY,3294,2025-01-01 11:08:01
T0483,C97,SELL,3311,2025-01-01 12:08:02
T0484,C97,BUY,3328,2025-01-01 13:08:03
T0485,C97,BUY,3345,2025-01-01 14:08:04
T0486,C98,SELL,3362,2025-01-01 15:08:05
T0487,C98,BUY,3379,2025-01-01 16:08:06
T0488,C98,BUY,3396,2025-01-01 17:08:07
T0489,C98,SELL,3413,2025-01-01 18:08:08
T0490,C98,BUY,3430,2025-01-01 09:08:09
T0491,C99,BUY,3447,2025-01-01 10:08:10
T0492,C99,SELL,3464,2025-01-01 11:08:11
T0493,C99,BUY,3481,2025-01-01 12:08:12
T0494,C99,BUY,3498,2025-01-01 13:08:13
T0495,C99,SELL,3515,2025-01-01 14:08:14
T0496,C100,BUY,3532,2025-01-01 15:08:15
T0497,C100,BUY,3549,2025-01-01 16:08:16
T0498,C100,SELL,3566,2025-01-01 17:08:17
T0499,C100,BUY,3583,2025-01-01 18:08:18
T0500,C100,BUY,3600,2025-01-01 09:08:19
